index,area,length,thickness,slant,width,height
0,71.1875,36.25609665440987,2.1105713845432934,0.07096856779614502,15.124337686154758,19.620730147058822
1,113.0625,43.54898987322332,2.650075252916716,-0.17388570430491587,17.593874637598887,19.846226199930353
2,39.25,22.545941546018394,1.8666407206805136,0.29039224236798405,3.6797115873352055,19.70466843736604
3,146.8125,45.24873734152915,3.480515906745963,0.07237366221274569,14.71274607758027,19.033060764461286
4,75.25,44.17031021678296,1.9515281318005155,-0.12877413428505516,14.919511460570828,18.79164926820337
5,53.8125,22.399494936611667,2.5626643383173593,0.2959885109996295,4.413248810747714,19.283196278677146
6,83.125,41.50609665440987,2.1251264288365066,-0.08664076749667515,16.71614459994009,19.06960209151758
7,83.5,39.85229073212242,2.42433411968152,-0.5161843238503535,10.924606884223593,18.82349678130268
8,121.125,40.988329701443504,3.096819942412851,0.2641419325456905,17.207938188001794,18.484588691975482
9,125.375,51.74137802864843,2.7859774704639797,0.29025117065901984,15.204656412721146,19.015835178915033
10,118.875,54.54163056034261,2.375360121349481,0.12329971455662406,16.052401028089786,19.587302757455458
11,111.4375,56.784271247461874,2.08754295005433,-0.03642902111207668,16.176302595529933,19.370433045271877
12,90.8125,45.256096654409866,2.2724247859013627,0.06680572647477884,12.499015797370864,19.37343316767417
13,117.0625,50.16295090390226,2.515708700702535,0.04070291141315739,14.931480595283091,19.477935786435786
14,63.1875,21.045941546018394,3.079373749095671,0.039387060931420546,5.06221651312411,19.5024733629839
15,87.25,55.51650429449552,1.747475973458322,-0.17342337009972325,16.598514147931475,20.12399247744217
16,89.9375,44.44543648263004,2.1695140686181458,-0.10581241349121855,14.060809813767575,19.608281074236572
17,88.125,35.4025432638166,2.5792485100382447,-0.10394896974082962,15.998834496417405,19.720262551869176
18,138.4375,52.66295090390226,2.740053228416144,-0.5046154190259544,15.7999078313876,18.617040698628603
19,63.0,38.74568901432421,1.8134040721566373,-0.02048831670974635,12.014806136452723,18.89892658082202
20,110.0,39.02386360737624,3.2399356277860276,0.28136467251796504,11.950508780892013,18.855974585288656
21,89.0,43.10965004500315,2.324175305290111,-0.15031202044913247,11.330191965510675,19.569038405928872
22,94.5625,51.87005768508879,2.0798490253558906,-0.24023255517904235,15.06698485810558,19.16219975070901
23,81.9375,41.677669529663675,2.0239310494114173,0.2920761445027695,12.5037730875823,19.783333603419557
24,53.125,43.69543648263004,1.4335557175755527,-0.31136448801165095,13.07115042773866,19.07209137727297
25,207.625,52.54467888754754,4.354954429941938,0.2393543971155642,18.441882924556875,18.719963808926604
26,61.3125,34.49568901432422,1.8863351674862663,-0.24359528573258354,15.112865742531703,19.737072423840296
27,86.875,41.40254326381659,2.320610528341806,-0.09741589328929033,14.280774210971703,18.71961954958583
28,134.125,48.52386360737624,3.0265176612877767,0.10776901392782606,13.456443188827372,19.463124680827903
